,Acquired Immunodeficiency Syndrome,Neoplasms,Cardiomegaly,Stomach Neoplasms,Multiple Sclerosis,Glioma,"Cardiomyopathy, Dilated",Hepacivirus,Spinocerebellar Ataxias,Alzheimer Disease,"Myositis, Inclusion Body",Ovarian Neoplasms,Melanoma,"Carcinoma, Non-Small-Cell Lung",Urinary Bladder Neoplasms,Esophageal Squamous Cell Carcinoma,"Thyroid Cancer, Papillary",Osteosarcoma,Retinoblastoma,"Carcinoma, Hepatocellular",Colorectal Neoplasms,Lung Neoplasms,Breast Neoplasms,Aging,Uterine Cervical Neoplasms,Esophageal Neoplasms,Parotid Neoplasms,Tongue Neoplasms,Depression,Huntington Disease,Mental Disorders,Schizophrenia,Testicular Neoplasms,Endometrial Neoplasms,"Carcinoma, Renal Cell",Prostatic Neoplasms,Adenocarcinoma of Lung,"Leukemia, Myeloid, Acute",Gallbladder Neoplasms,Colonic Neoplasms,Small Cell Lung Carcinoma,Pancreatic Neoplasms,Hematologic Neoplasms,Atherosclerosis,Periodontitis,"Aortic Aneurysm, Abdominal",Precursor Cell Lymphoblastic Leukemia-Lymphoma,Aortic Aneurysm,"Carcinoma, Basal Cell",Cardiovascular Diseases,Coronary Artery Disease,Coronary Disease,Diabetes Mellitus,Endometriosis,Intracranial Aneurysm,Frailty,Glaucoma,Leukemia,Myocardial Infarction,Nasopharyngeal Carcinoma,Neurofibromatoses,Peripheral Arterial Disease,"Neurofibroma, Plexiform",Stroke,"Diabetes Mellitus, Type 2",Thyroid Neoplasms,Hypertension,Primary Myelofibrosis,"Leukemia, Lymphocytic, Chronic, B-Cell",Medulloblastoma,Bone Diseases,"Osteoporosis, Postmenopausal",Bipolar Disorder,Panic Disorder,DiGeorge Syndrome,Mood Disorders,Autism Spectrum Disorder,"Leukemia, Lymphoid",Lymphoma,"Carcinoma, Embryonal",Autoimmune Diseases,Kidney Neoplasms,Head and Neck Neoplasms,Liver Cirrhosis,Osteoarthritis ,"Lymphoma, Mantle-Cell",Adrenocortical Carcinoma,Beckwith-Wiedemann Syndrome,Hydatidiform Mole,Choriocarcinoma,Congenital Hyperinsulinism,"Neoplasms, Germ Cell and Embryonal",Gestational Trophoblastic Disease,Glioblastoma,Hyperhomocysteinemia,Infertility,Liver Neoplasms,Marek Disease,Meningioma,Neural Tube Defects,Neuroblastoma,Obesity,Pheochromocytoma,Pituitary Neoplasms,Prader-Willi Syndrome,Pre-Eclampsia,Silver-Russell Syndrome,Trophoblastic Neoplasms,Wilms Tumor,Diabetic Cardiomyopathies,"Colitis, Ulcerative",Pneumoconiosis,"Heart Defects, Congenital",Parkinson Disease,Adenocarcinoma,Gastrointestinal Neoplasms,"Arthritis, Rheumatoid",Gastrointestinal Stromal Tumors ,Asthenozoospermia,Squamous Cell Carcinoma of Head and Neck,"Diabetes Mellitus, Type 1",Uterine Neoplasms,Multiple Myeloma,Hemangioma,"Carcinoma, Ovarian Epithelial",Pulmonary Arterial Hypertension,Amyotrophic Lateral Sclerosis,"Vitreoretinopathy, Proliferative",Congenital Microtia,HIV,Diabetic Retinopathy,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",Substance-Related Disorders,Myelodysplastic Syndromes,"Purpura, Thrombocytopenic",Metabolic Syndrome,Myopia,"Leukemia, Myeloid",Down Syndrome,Psoriasis,Burkitt Lymphoma,Cleft Lip,Diabetic Nephropathies,Hodgkin Disease,Plasmacytoma,Asthma,"Leukemia, Promyelocytic, Acute ","Lymphoma, B-Cell ",Rhabdomyosarcoma,"Anemia, Aplastic ",Dyskeratosis Congenita,"Renal Insufficiency, Chronic",Hepatoblastoma,"Carcinoma, Squamous Cell",Urinary Bladder,Klinefelter Syndrome,"Glomerulonephritis, Membranous"
HIF1A-AS2,0.06611999,0.46978658,0.05975872,0.95136297,0.068170935,0.91791224,0.052785315,0.052723423,0.053227205,0.4215523,0.05496983,0.9001366,0.13074033,0.9102646,0.9617374,0.39769527,0.05442119,0.59584785,0.061522685,0.96976894,0.95499474,0.2391827,0.97487915,0.06610393,0.13497853,0.081902295,0.06609311,0.06609311,0.059918273,0.3201953,0.059028853,0.17309858,0.07770604,0.20286961,0.9703569,0.3197768,0.15354356,0.107237466,0.07536821,0.1393301,0.058927532,0.2823129,0.059251904,0.05310993,0.053925563,0.053740367,0.05397436,0.05389493,0.053996198,0.053992778,0.053680513,0.05374725,0.061819777,0.053651754,0.05392428,0.053931057,0.053924557,0.06637376,0.053915463,0.13049112,0.053687744,0.053767975,0.0536822,0.057590682,0.0780863,0.065831594,0.05434116,0.058830533,0.06550308,0.053940576,0.051100276,0.051100276,0.12660013,0.09366742,0.0539287,0.059788674,0.059789225,0.053817756,0.06025629,0.053689364,0.055126913,0.16223282,0.057707466,0.062834345,0.073450744,0.057693344,0.053647995,0.053777166,0.053594932,0.053628832,0.053655278,0.0535895,0.053593103,0.10864573,0.053668324,0.053701967,0.06369441,0.053658795,0.056197178,0.053562038,0.21692522,0.053597383,0.053616576,0.0731031,0.053572956,0.060081005,0.053575348,0.05359112,0.056262225,0.05570157,0.053654794,0.053657997,0.05370231,0.056794465,0.06273242,0.058011282,0.05601384,0.056194898,0.056460954,0.055831276,0.05260148,0.053813305,0.06817979,0.053980727,0.058006406,0.054030806,0.054616127,0.054164935,0.054764103,0.054376885,0.05386241,0.061491825,0.07359154,0.062037747,0.059875946,0.060465135,0.054937575,0.054937575,0.05441769,0.054847844,0.059622586,0.05961898,0.059619624,0.05966998,0.059622414,0.059462246,0.05967654,0.059670422,0.057076376,0.054808743,0.050951265,0.05800921,0.058009226,0.064199835,0.06419642,0.05911494,0.0594064
HNF1A-AS1,0.120070405,0.9762065,0.08124992,0.9708266,0.60459864,0.96008104,0.07009503,0.07004054,0.0906614,0.4597602,0.07221014,0.9584435,0.7660937,0.9569905,0.9746944,0.9531784,0.56360596,0.909171,0.08676507,0.9788709,0.97226155,0.8838445,0.98048747,0.103216246,0.77175534,0.14711648,0.100568265,0.100568265,0.08190607,0.8405646,0.08000038,0.7130141,0.6346767,0.8609065,0.9785104,0.9202448,0.802847,0.70676434,0.62916154,0.78223264,0.28117564,0.89662063,0.079626,0.0621778,0.064363204,0.06378348,0.064427815,0.06447867,0.06451087,0.06483299,0.063710354,0.06378015,0.08815913,0.063689314,0.06465059,0.06428201,0.06427518,0.10097576,0.065246485,0.76504886,0.063641,0.063810095,0.06366475,0.07479804,0.63336474,0.099223405,0.07453058,0.07850595,0.09733859,0.06420288,0.06320635,0.063206345,0.2607165,0.30804348,0.06490814,0.08421026,0.084202394,0.06401085,0.44828698,0.06362598,0.16538471,0.8104527,0.0928318,0.5674922,0.6165072,0.07961003,0.06332393,0.06373168,0.06318189,0.06327964,0.06336868,0.06317458,0.063178234,0.71630746,0.06340131,0.063475706,0.5920797,0.06336047,0.072348155,0.063102864,0.8586606,0.06335473,0.063254885,0.33438504,0.06313369,0.5807049,0.06331873,0.06316824,0.08086911,0.07258294,0.06334675,0.06335955,0.06347231,0.5418861,0.5890719,0.2654428,0.0946642,0.09362058,0.10862802,0.09061689,0.13520914,0.36800036,0.10684045,0.38937443,0.21099237,0.38624284,0.41035533,0.39516833,0.40602458,0.42971694,0.3355776,0.08660154,0.12370103,0.088338144,0.08171807,0.08347514,0.5469046,0.5469046,0.3822337,0.2205894,0.08003803,0.08003274,0.08002869,0.08018102,0.08002449,0.079597175,0.08018792,0.08016911,0.0783808,0.56472087,0.07256247,0.5147286,0.51502705,0.3807403,0.38051954,0.57820725,0.57910955
HOTAIR,0.42402697,0.9850122,0.3915857,0.9845754,0.47190934,0.98367465,0.28839216,0.28653896,0.29770792,0.48328224,0.33723742,0.9831461,0.9723899,0.9831686,0.9850056,0.98295724,0.830017,0.98059905,0.4202661,0.98562795,0.984792,0.9791509,0.98588634,0.43090612,0.97226536,0.4552975,0.43085766,0.43085766,0.4021729,0.48135987,0.39528915,0.4739595,0.45890492,0.9783139,0.9855797,0.9808635,0.97486943,0.96784073,0.95242345,0.97343785,0.89902407,0.9795872,0.3878856,0.29697746,0.32177544,0.31668088,0.3230345,0.32074124,0.32365564,0.32321146,0.31330615,0.3166527,0.42708373,0.31292275,0.3219335,0.32189745,0.32174036,0.43189573,0.32137004,0.9726889,0.31491414,0.3174179,0.31477016,0.38902554,0.47472072,0.43312308,0.33294186,0.4031591,0.42543676,0.31829745,0.2208499,0.2208499,0.46754292,0.45743978,0.31317472,0.40140897,0.40141264,0.31866097,0.4045023,0.31189075,0.34888285,0.4796173,0.38912573,0.45139262,0.95034933,0.38918194,0.31083816,0.3143609,0.30937853,0.31037512,0.31133196,0.30928484,0.30932456,0.96676874,0.3116872,0.31238997,0.92657626,0.31125608,0.3674876,0.30852368,0.9738244,0.30936816,0.31008843,0.94930243,0.30887738,0.90876186,0.30883417,0.30926827,0.36732244,0.36073092,0.3111507,0.3112323,0.3124512,0.8770231,0.41726753,0.885038,0.8613248,0.86407703,0.8677112,0.85865414,0.28688994,0.32176626,0.4385909,0.32630706,0.39433232,0.32767513,0.34196502,0.3310001,0.34525937,0.3349005,0.32240012,0.41972825,0.44934893,0.42266402,0.4096252,0.4136476,0.3440554,0.3440554,0.3300943,0.33992687,0.39057925,0.3905682,0.39057273,0.39092302,0.39057615,0.38943,0.39099464,0.39092466,0.37830204,0.3386301,0.2072874,0.38902447,0.38902587,0.4264587,0.42644626,0.40079874,0.4032121
HULC,0.26691163,0.9832715,0.19946353,0.981811,0.28861234,0.97945404,0.10908002,0.108264215,0.11643917,0.9778024,0.1399102,0.9785589,0.9399124,0.9784703,0.98281765,0.97777414,0.13889152,0.9702343,0.23993431,0.98412156,0.9822462,0.9656539,0.98465097,0.27662542,0.93995357,0.8649847,0.27630246,0.27630246,0.20965561,0.47136697,0.19808601,0.45002374,0.35082605,0.9611548,0.98402035,0.971663,0.949437,0.9178839,0.8472495,0.943961,0.20636886,0.9675029,0.19392315,0.6107838,0.48538578,0.473777,0.31242198,0.58088905,0.42164803,0.60086465,0.2225475,0.4755693,0.324949,0.50550634,0.15969393,0.2918965,0.2981709,0.7447524,0.60442746,0.939749,0.4189722,0.35255,0.42797732,0.19084643,0.85305774,0.7765806,0.63066596,0.20616236,0.27025503,0.124866,0.08615638,0.08615638,0.42535502,0.3849436,0.12324483,0.20836681,0.20837322,0.41070396,0.28250223,0.1213702,0.20613876,0.9501184,0.45195022,0.7623349,0.7633209,0.64501715,0.120413326,0.12232808,0.119569905,0.12009185,0.12066276,0.119553745,0.119541906,0.9169421,0.12084451,0.12114723,0.7589036,0.12057562,0.16596971,0.11919437,0.9590138,0.12000972,0.1200247,0.47127867,0.119397484,0.7109957,0.11996491,0.11951165,0.16132136,0.16589448,0.120519474,0.12056065,0.12115986,0.6178169,0.24254486,0.18545336,0.15742359,0.1600726,0.16396801,0.15484427,0.10827637,0.19687875,0.29860035,0.22531465,0.64986086,0.20711529,0.28818727,0.23654899,0.29156387,0.2337697,0.19270724,0.238857,0.3369851,0.2457543,0.2187156,0.22589253,0.1424958,0.1424958,0.14233333,0.1402665,0.19778326,0.19774866,0.19775541,0.19833028,0.19777888,0.19594215,0.19841711,0.19833282,0.17332296,0.13839307,0.084403686,0.18684638,0.18684663,0.26290336,0.2628692,0.19989856,0.20367454
IFNG-AS1,0.552761,0.8882814,0.052732326,0.82288116,0.5518961,0.71229184,0.5486767,0.5487026,0.51880765,0.6970219,0.061177623,0.64593804,0.55000484,0.70184267,0.3783583,0.1810889,0.058068436,0.19014809,0.051501483,0.43499774,0.7615761,0.08898221,0.93952304,0.3603628,0.066840194,0.056417134,0.05371034,0.053710345,0.05179123,0.14462127,0.05205359,0.57579446,0.05562001,0.07947321,0.9165,0.6124111,0.07112279,0.22195704,0.054905448,0.06756257,0.05083662,0.09602175,0.051096335,0.049201258,0.049695812,0.049566124,0.0496982,0.049834937,0.04968897,0.049898468,0.04937794,0.04954061,0.051551018,0.049403865,0.055923082,0.04964543,0.049653348,0.054393403,0.050754882,0.0658292,0.04957956,0.04954602,0.04961885,0.050489206,0.5551134,0.052633442,0.06790607,0.050809987,0.05521755,0.049435902,0.054026764,0.054026768,0.07336425,0.07343007,0.06825533,0.051956363,0.0519562,0.04966364,0.55081093,0.04937955,0.07899349,0.082569696,0.058367472,0.051842183,0.054410845,0.054163013,0.04934296,0.049385384,0.049326576,0.049337015,0.04934502,0.04932488,0.049326017,0.062116437,0.049349032,0.04935922,0.052107863,0.049346086,0.050109595,0.049316574,0.08570855,0.04933255,0.049333327,0.054340705,0.049320024,0.051162776,0.049328018,0.049325436,0.052539393,0.049980417,0.04934489,0.049345803,0.04935918,0.050262604,0.26698303,0.050721653,0.050075937,0.050125763,0.050216857,0.05001887,0.051767074,0.04946551,0.05318148,0.04951859,0.05066317,0.049538814,0.049714427,0.049582787,0.0497551,0.051369958,0.04946621,0.05149385,0.05443626,0.051630672,0.051081747,0.051232163,0.051102996,0.051102996,0.055968486,0.54694414,0.051119212,0.051111042,0.05111308,0.051126152,0.051125713,0.051065277,0.051128007,0.05113234,0.17350683,0.049826905,0.05030295,0.059623588,0.059638694,0.055118706,0.055117097,0.05172045,0.051829517
IGF2-AS,0.07120556,0.967373,0.06326905,0.9556738,0.07688481,0.9288844,0.06086524,0.061060913,0.060596947,0.4415381,0.057946835,0.92751014,0.65285337,0.92293507,0.9644233,0.9126196,0.06488158,0.81314576,0.06563928,0.97283924,0.95876247,0.7714241,0.97593033,0.074813634,0.6554708,0.09131434,0.0717279,0.0717279,0.06355503,0.34775,0.062453985,0.46471947,0.43940735,0.23790506,0.97206455,0.8371521,0.61565316,0.33969438,0.5672365,0.6645169,0.06256,0.29812315,0.062628865,0.056088436,0.055936966,0.055705756,0.055988975,0.05598813,0.05602201,0.056098055,0.056263525,0.05575,0.06603544,0.056390613,0.055998363,0.05592719,0.055917505,0.07212447,0.056289062,0.651974,0.055666298,0.055727374,0.055647667,0.06056187,0.0853488,0.071034156,0.058214612,0.06215255,0.071965024,0.056858122,0.053021003,0.053021003,0.14505608,0.10662614,0.056266334,0.06345445,0.06345525,0.055827428,0.06392368,0.05581964,0.08742503,0.19437766,0.06605492,0.067661144,0.087355524,0.06225499,0.055717234,0.056755655,0.055643614,0.055697314,0.05577009,0.05565293,0.055642173,0.6251301,0.055783566,0.0557749,0.2273239,0.055735305,0.05903801,0.055636287,0.74284863,0.056090787,0.05571018,0.0813565,0.055664714,0.54887086,0.05771087,0.055637427,0.55876017,0.060531244,0.055733196,0.055734392,0.055759836,0.08737034,0.07220756,0.06226183,0.059052035,0.059267722,0.059671633,0.058782887,0.55413187,0.056570712,0.07417829,0.0568042,0.06134838,0.056812745,0.05758853,0.057004962,0.057769097,0.057672784,0.056488946,0.06559217,0.08109904,0.06630636,0.06351254,0.06427053,0.26332262,0.26332262,0.05763629,0.09235883,0.06309712,0.06309245,0.06309329,0.06315683,0.06309691,0.062894896,0.06316486,0.06315738,0.05996884,0.06025595,0.11062974,0.06604773,0.06606183,0.07058015,0.07057546,0.19245563,0.1964289
KCNQ1DN,0.55108273,0.39832008,0.051761445,0.8284608,0.22046599,0.22536653,0.14815323,0.1774005,0.07755927,0.47359967,0.053219024,0.2405602,0.5596895,0.32266182,0.3808437,0.18696152,0.050798886,0.11371019,0.05166311,0.42716262,0.35074237,0.090787135,0.83578384,0.552742,0.06762789,0.05685877,0.07563326,0.07563326,0.051546756,0.12678091,0.051486872,0.5770796,0.055788297,0.080968484,0.9160056,0.29502213,0.07114585,0.061234355,0.055198718,0.06844772,0.050971773,0.09764958,0.051143758,0.049313825,0.049551677,0.049489874,0.04956719,0.04955352,0.04957122,0.04958716,0.04948769,0.049503393,0.051714104,0.04952926,0.050148614,0.049548242,0.049546745,0.053251848,0.049673423,0.06663019,0.0494879,0.049496822,0.04948731,0.05059113,0.54214394,0.052841336,0.05038509,0.05092971,0.053044025,0.049529523,0.05098899,0.05098899,0.06798157,0.06193321,0.057944827,0.05140057,0.051400702,0.049531695,0.054800794,0.04948634,0.051468596,0.07404359,0.05139814,0.051988147,0.054688144,0.05097217,0.049424876,0.049486652,0.049407654,0.049418442,0.049427617,0.049405877,0.04940692,0.06276191,0.049431924,0.049441557,0.052299347,0.04942842,0.050213914,0.049397796,0.08754417,0.049435113,0.04941491,0.0546194,0.04940184,0.051316984,0.04944555,0.04940686,0.54931974,0.050143946,0.049427833,0.049427904,0.04944133,0.050377216,0.056251768,0.05077643,0.05014974,0.050203018,0.05028738,0.050092895,0.051228285,0.049515378,0.05341352,0.049569204,0.05072429,0.049582385,0.049764555,0.049627446,0.049808595,0.050709467,0.04952115,0.051655106,0.054717716,0.051798217,0.051223192,0.05138163,0.051403843,0.051403843,0.052624915,0.2719357,0.05122811,0.05122563,0.05122631,0.05124056,0.05122959,0.051179703,0.0512426,0.05124189,0.052847233,0.04979639,0.048820656,0.053178452,0.0531817,0.05324129,0.05324029,0.051110703,0.051194157
KCNQ1OT1,0.09891858,0.97610855,0.07924636,0.9731582,0.11891834,0.9637778,0.06158645,0.0614216,0.062202424,0.46386173,0.06623981,0.9238329,0.29760385,0.9609878,0.97630346,0.46131647,0.06571155,0.917838,0.085860685,0.9800812,0.9744096,0.5742094,0.9814465,0.0992445,0.30169165,0.14839865,0.099065125,0.099065125,0.080271244,0.43081594,0.07764947,0.338169,0.13648899,0.37123606,0.9797385,0.92806375,0.31559733,0.32870018,0.12984961,0.2934224,0.077665955,0.44613886,0.077787325,0.06107504,0.063291445,0.062784776,0.06342186,0.063214324,0.06348211,0.063478515,0.062582955,0.06279564,0.08740738,0.06252536,0.06331251,0.06330214,0.06328545,0.099917546,0.063330315,0.2753887,0.06263901,0.06285541,0.06262625,0.073784,0.18594211,0.09874269,0.064633876,0.07761879,0.09641752,0.06321368,0.06329134,0.06329133,0.25358582,0.17752269,0.06318078,0.07990504,0.079906635,0.062994584,0.08131051,0.06255373,0.06764417,0.3385889,0.0743745,0.09068532,0.12412364,0.07416763,0.062443245,0.06278783,0.06230207,0.0623929,0.062468376,0.062289234,0.06229721,0.22242291,0.06250271,0.06258734,0.092081405,0.062473953,0.06958328,0.06221713,0.40418378,0.06231086,0.062362302,0.12263918,0.062246922,0.08114832,0.062249947,0.062291954,0.06983615,0.06821881,0.06246358,0.0624718,0.062589,0.07127441,0.0914906,0.074633844,0.06900986,0.06951912,0.07026273,0.06850551,0.060111582,0.063029744,0.10633504,0.063487545,0.075151175,0.06363019,0.06524775,0.06399822,0.06565926,0.064753026,0.06314313,0.08573898,0.1241113,0.087476715,0.08069328,0.08251886,0.066388294,0.066388294,0.064744204,0.066208154,0.078821525,0.07881141,0.07881327,0.07895526,0.078821056,0.07836927,0.07897415,0.07895661,0.07314339,0.06570846,0.0565129,0.07552634,0.075526536,0.094054095,0.09404333,0.08004381,0.08098387
LINC00032,0.55235094,0.4234348,0.051728435,0.8317248,0.14201778,0.7202536,0.544865,0.5456568,0.5126494,0.53483486,0.057534337,0.267063,0.56409985,0.6856017,0.38334465,0.18944551,0.05379397,0.128466,0.051723782,0.42910093,0.37322688,0.091707215,0.8518964,0.55086774,0.06799474,0.056946214,0.059690513,0.059690513,0.051776,0.12826239,0.05178342,0.57757324,0.055951834,0.08157875,0.92051655,0.61436903,0.0716702,0.06283853,0.0553204,0.068818025,0.05102222,0.098618366,0.051192038,0.049332935,0.049704175,0.049618505,0.049725108,0.04974466,0.0497158,0.049784638,0.049515586,0.04963334,0.05177571,0.049586702,0.05178977,0.049689315,0.049691956,0.053949255,0.050194494,0.06695111,0.04964426,0.04961937,0.049659643,0.050645035,0.55534655,0.052918997,0.052554242,0.05098431,0.053740744,0.049557433,0.05340909,0.05340909,0.06994249,0.066210285,0.08104162,0.051739495,0.051740006,0.049688287,0.15251604,0.04951373,0.058442846,0.07528047,0.054030713,0.05206204,0.054798927,0.05211029,0.04945318,0.049508747,0.049435858,0.04944685,0.049455892,0.04943407,0.049435195,0.06303084,0.04946019,0.04947017,0.052367825,0.049456693,0.050260957,0.049425747,0.08817741,0.049453653,0.04944319,0.054725803,0.049429655,0.051375285,0.04945764,0.049434885,0.37466994,0.050204188,0.049455732,0.04945625,0.04946993,0.050418966,0.06861345,0.050897907,0.050215285,0.05026777,0.05036252,0.050156288,0.05269457,0.049629375,0.053499863,0.04968814,0.05079314,0.04971431,0.04990005,0.049765896,0.04994063,0.052711405,0.04962028,0.05171569,0.054825753,0.05186077,0.051278405,0.05143854,0.05227068,0.05227068,0.056966253,0.5444904,0.051284596,0.051280953,0.051281773,0.05129637,0.05128662,0.051234167,0.05129819,0.051298406,0.058053575,0.049857434,0.04970359,0.05562125,0.055628613,0.05475969,0.054758426,0.051401567,0.051489662
LINC00271,0.551916,0.8696619,0.051371925,0.82125235,0.24125448,0.70627284,0.53565496,0.5383319,0.12328008,0.24978657,0.05251351,0.2244172,0.41555512,0.49173376,0.37516978,0.17984712,0.054151546,0.10812011,0.051489614,0.42510584,0.34482357,0.088484384,0.46845353,0.12212022,0.06663965,0.05637416,0.053217914,0.053217914,0.051298276,0.12248091,0.0511658,0.5756082,0.055477988,0.07924363,0.91523015,0.59459454,0.070204996,0.061412092,0.054870065,0.06741488,0.05082759,0.09500455,0.050985005,0.04917902,0.049486358,0.049409512,0.049496066,0.04951484,0.049501337,0.049551375,0.049352996,0.049402405,0.0515377,0.049354095,0.050531045,0.049471647,0.049471468,0.053234003,0.049763113,0.06572677,0.049399048,0.049409308,0.049405247,0.050464887,0.5550597,0.052617677,0.051246397,0.050789103,0.05300367,0.049429897,0.050113767,0.050113764,0.067090064,0.062196266,0.054989163,0.05126379,0.05126391,0.04946558,0.48545724,0.049359318,0.056015152,0.07249336,0.052057628,0.051806744,0.05438165,0.051249,0.04933856,0.049379513,0.049322307,0.049332622,0.049340393,0.049320538,0.049321733,0.06198868,0.04934442,0.049354848,0.052093565,0.049341653,0.050088722,0.049312152,0.08529816,0.049325466,0.049328834,0.05431667,0.049315523,0.051145386,0.049320173,0.049321163,0.05344525,0.049949702,0.049340457,0.049341395,0.04935484,0.050255157,0.061298355,0.050652746,0.050045297,0.05009612,0.050178688,0.049990315,0.050680637,0.049403116,0.053163923,0.04945386,0.050596952,0.049471967,0.049644765,0.049513415,0.049687263,0.049959585,0.049415637,0.051481824,0.05441039,0.051618703,0.051068988,0.051220343,0.05062979,0.05062979,0.050924595,0.4848632,0.051074695,0.051071867,0.05107257,0.05108628,0.051076386,0.051027555,0.0510882,0.05108795,0.06277344,0.049711153,0.0502877,0.052556843,0.052561067,0.05291265,0.052911554,0.051225126,0.051311035
LSINCT5,0.056527376,0.43347892,0.052700043,0.8916013,0.066016816,0.79788053,0.04977981,0.049752545,0.04996338,0.32120898,0.050712336,0.80717,0.077589564,0.78575057,0.43552423,0.2608052,0.050405253,0.14271158,0.05331756,0.4518102,0.8960635,0.117286146,0.96041125,0.055117216,0.07805687,0.060821496,0.05510462,0.05510462,0.05273414,0.17279138,0.052380767,0.13462512,0.059326973,0.101096086,0.94740844,0.15936391,0.08411887,0.06772589,0.058474436,0.07946294,0.052319642,0.12924199,0.05248465,0.049922224,0.050270632,0.050191697,0.05029134,0.05025815,0.050300717,0.050300136,0.050168354,0.050195172,0.053416174,0.05015559,0.05027084,0.05027303,0.050270226,0.05523648,0.050267182,0.076638386,0.050169267,0.050203774,0.050166853,0.05178106,0.22880563,0.054997955,0.050447043,0.052270792,0.054957103,0.050282814,0.049012933,0.049012933,0.07678108,0.06532984,0.050275486,0.0526809,0.052681126,0.05022413,0.06317756,0.050174184,0.050780695,0.087500446,0.051831678,0.053799927,0.05773053,0.051825665,0.05015598,0.050211906,0.050133042,0.05014766,0.05015873,0.05013062,0.05013226,0.06991161,0.050164387,0.050179098,0.054194454,0.050160438,0.051223952,0.05011871,0.11026109,0.050134297,0.050142325,0.057624955,0.050123427,0.052782446,0.050124716,0.050131388,0.051255327,0.051020704,0.050158683,0.050160095,0.05017918,0.051476326,0.053834215,0.051965296,0.051140733,0.051215637,0.051326178,0.05106435,0.049684603,0.05022374,0.055840235,0.05029532,0.051949657,0.050316244,0.050564274,0.050373632,0.05062653,0.050466698,0.050245937,0.053305905,0.057784475,0.053512692,0.05268397,0.052911803,0.050657887,0.050657887,0.05049311,0.05066167,0.052634068,0.05263266,0.05263293,0.05265321,0.052634034,0.05256918,0.052656073,0.052653454,0.051583964,0.050645005,0.04895268,0.051956758,0.051956777,0.054368608,0.054367296,0.052399036,0.05251551
MALAT1,0.46677312,0.9860111,0.46624827,0.98582196,0.63507605,0.9853604,0.41115886,0.40943858,0.53574693,0.5067562,0.43670222,0.9850611,0.9789017,0.98506963,0.9860432,0.9850085,0.76256955,0.9838465,0.46663305,0.9864012,0.98594064,0.98316973,0.986544,0.4660712,0.98007745,0.97284186,0.46550927,0.46550927,0.45598367,0.54230094,0.4535629,0.48710495,0.50830376,0.98278767,0.9863734,0.98395586,0.9812683,0.9783155,0.972547,0.98058105,0.95247316,0.98336136,0.7953626,0.41177964,0.4222276,0.4196374,0.42272004,0.4218097,0.42310125,0.42310968,0.42019534,0.41963702,0.96404326,0.41947642,0.4222608,0.42212215,0.4220497,0.46593252,0.42275527,0.98039454,0.41871575,0.41992182,0.41863102,0.452665,0.95910966,0.96567476,0.43012637,0.4566854,0.5998804,0.42049024,0.3737324,0.3737324,0.48513895,0.528839,0.41708747,0.4575939,0.45759854,0.42079738,0.9135783,0.41811648,0.4406383,0.98121023,0.46258572,0.9653696,0.53766996,0.45384735,0.41770428,0.4212033,0.41735715,0.4177627,0.4187701,0.41714242,0.4171885,0.97776914,0.4190054,0.41878578,0.96306133,0.41848013,0.4536895,0.41706124,0.9821634,0.42397162,0.41772792,0.47526443,0.41756696,0.95651245,0.4153663,0.41764534,0.4435807,0.9381561,0.41888148,0.41833025,0.41849214,0.94504046,0.48607725,0.47110203,0.44638076,0.44722885,0.45062333,0.44482723,0.4089208,0.9215088,0.967355,0.92367285,0.9518103,0.92434365,0.9308239,0.925902,0.93226147,0.9275367,0.9217975,0.4633022,0.48189798,0.46404344,0.4733371,0.4657443,0.4611017,0.4611017,0.9241251,0.43352205,0.47081968,0.47301367,0.47152236,0.47273925,0.46798798,0.47574353,0.47211036,0.47021863,0.45451385,0.4351299,0.34422612,0.500699,0.50081766,0.49684155,0.4968286,0.85625505,0.8552773
